entry_date,entry_time,option_type,short_strike,long_strike,width,credit_received,entry_short_bid,entry_short_ask,entry_short_mid,entry_long_bid,entry_long_ask,entry_long_mid,qty,vix_level,strike_distance,opening_put_credit,opening_call_credit,pc_skew_ratio,ema13,ema48,outcome,pnl_earned,peak_pnl,close_date,close_time,win,loss
20220105,13:15:00,PUT,4745,4695,50.0,1.6,1.8,1.9,1.85,0.1,0.2,0.15,2,19.97,30,,,,4774.0,4774.67,PER_POS_SL,-534.0,190.0,20220105,14:13:00,0,1
20220105,14:15:00,PUT,4730,4680,50.0,1.35,1.55,1.65,1.6,0.1,0.2,0.15,2,19.97,28,,,,4763.42,4765.77,PER_POS_SL,-424.0,70.00000000000001,20220105,14:35:00,0,1
20220107,12:30:00,PUT,4655,4605,50.0,1.25,1.45,1.6,1.525,0.1,0.2,0.15,2,18.9,31,,,,4687.01,4687.86,EXPIRATION,236.0,240.0,20220107,15:59:00,1,0
20220107,12:45:00,PUT,4655,4605,50.0,1.35,1.5,1.6,1.55,0.1,0.15,0.125,2,18.9,31,,,,4685.15,4685.24,EXPIRATION,256.0,260.0,20220107,15:59:00,1,0
20220110,12:30:00,PUT,4565,4515,50.0,1.55,1.8,1.95,1.875,0.2,0.25,0.225,2,19.4,34,,,,4599.8,4599.67,EXPIRATION,296.0,300.0,20220110,15:59:00,1,0
20220110,12:45:00,PUT,4565,4515,50.0,1.45,1.7,1.9,1.8,0.15,0.25,0.2,2,19.4,39,,,,4599.62,4599.52,EXPIRATION,276.0,280.0,20220110,15:59:00,1,0
20220110,13:00:00,PUT,4575,4525,50.0,1.3,1.5,1.6,1.55,0.15,0.2,0.175,2,19.4,35,,,,4608.44,4606.39,EXPIRATION,246.0,250.0,20220110,15:59:00,1,0
20220110,13:15:00,PUT,4585,4535,50.0,1.45,1.65,1.75,1.7,0.15,0.2,0.175,2,19.4,30,,,,4613.97,4613.08,EXPIRATION,276.0,280.0,20220110,15:59:00,1,0
20220110,14:15:00,PUT,4615,4565,50.0,1.25,1.35,1.55,1.45,0.05,0.1,0.075,2,19.4,32,,,,4643.31,4641.91,EXPIRATION,236.0,240.0,20220110,15:59:00,1,0
20220112,13:00:00,PUT,4705,4655,50.0,1.2,1.45,1.6,1.525,0.15,0.25,0.2,2,17.65,29,,,,4732.03,4731.32,PER_POS_SL,-573.9999999999999,0.0,20220112,14:03:00,0,1
20220112,12:30:00,PUT,4690,4640,50.0,1.2,1.45,1.55,1.5,0.2,0.25,0.225,2,17.65,36,,,,4725.75,4725.0,EXPIRATION,225.99999999999997,229.99999999999997,20220112,15:59:00,1,0
20220112,12:45:00,PUT,4700,4650,50.0,1.6,1.85,1.9,1.875,0.2,0.25,0.225,2,17.65,29,,,,4728.01,4727.87,EXPIRATION,306.0,310.0,20220112,15:59:00,1,0
20220112,13:30:00,PUT,4695,4645,50.0,1.25,1.5,1.6,1.55,0.2,0.25,0.225,2,17.65,29,,,,4725.79,4726.84,EXPIRATION,236.0,240.0,20220112,15:59:00,1,0
20220114,12:30:00,PUT,4595,4545,50.0,1.45,1.65,1.75,1.7,0.1,0.2,0.15,2,19.28,44,,,,4638.0,4639.23,PER_POS_SL,-533.9999999999999,50.0,20220114,13:11:00,0,1
