signal_date,trade_date,signal_mode,spx_close_signal,spx_close_exit,short_strike,long_strike,credit_received,spread_value_exit,raw_return,capped_return,pnl_earned,win,loss,equity_after,vix_level,variance_pct,rel_vol,rising_rocket,exhaustion_score,body_size,atr,rsi,stoch,gap_pct,cluster_count,dist_from_sma
20220103,20220104,dynamic,4796.59,4793.53,4820,4830.0,2.9043249210740214,0,0.4093,0.4093,366.38,1,0,100366.38,16.6,99.87,1.0,0.0,148.72,18.45,38.47,nan,99.9,nan,0,0.0
20220104,20220105,dynamic,4793.53,4700.67,4815,4825.0,3.068264298351778,0,0.4426,0.4426,595.56,1,0,100961.94,16.91,43.43,1.0,-0.000319,69.79,10.98,41.41,0.0,58.5,0.1651,1,-0.000319
20220105,20220106,dynamic,4700.67,4696.05,4670,4660.0,2.6749175798893248,0,0.3652,0.3652,983.97,1,0,101945.91,19.73,1.25,1.0,-0.01321,14.27,87.32,60.36,0.0,1.0,-0.1156,2,-0.01321
20220106,20220107,dynamic,4696.05,4677.02,4730,4740.0,2.547231276480261,0,0.3418,0.3418,459.41,1,0,102405.32,19.61,46.12,1.0,-0.010673,76.39,2.66,58.71,0.0,16.8,-0.1549,3,-0.010673
20220110,20220111,dynamic,4670.29,4709.35,4705,4715.0,2.471220289923167,4.3534,-0.25,-0.25,-227.0,0,1,102178.32,19.4,96.99,1.0,-0.007907,146.86,14.95,62.47,0.0,37.2,-0.4635,3,-0.011026
20220111,20220112,dynamic,4713.1,4748.66,4745,4755.0,2.5395821093482027,3.6586,-0.15,-0.15,-407.0,0,1,101771.32,18.41,98.64,1.0,0.00462,145.73,43.96,64.38,25.3,55.4,-0.0246,2,-0.001681
20220111,20220112,reentry,4713.1,4748.66,4740,4750.0,2.4584168915400824,3.6586,-0.15,-0.15,193.59,1,0,101964.91,18.41,98.64,1.0,0.00462,145.73,43.96,64.38,25.3,55.4,-0.0246,2,-0.001681
20220112,20220113,dynamic,4726.43,4659.25,4750,4760.0,2.9744751193359207,0,0.4234,0.4234,569.56,1,0,102534.47,17.62,46.82,1.0,0.006356,72.7,2.16,61.6,30.8,61.0,0.3287,2,0.001
20220113,20220114,dynamic,4659.25,4621.36,4625,4615.0,2.5202033179994032,3.6422,-0.15,-0.15,-407.0,0,1,102127.47,20.31,9.55,1.0,-0.006391,24.02,74.31,65.18,22.5,32.6,0.1509,2,-0.011776
20220113,20220114,reentry,4659.25,4621.36,4615,4605.0,2.986088393633054,3.6422,-0.15,-0.15,253.44,1,0,102380.91,20.31,9.55,1.0,-0.006391,24.02,74.31,65.18,22.5,32.6,0.1509,2,-0.011776
20220131,20220201,dynamic,4515.45,4546.35,4550,4560.0,2.8991755513450244,0,0.4083,0.4083,1100.38,1,0,103481.29,24.83,98.6,1.0,0.027164,139.5,83.66,106.46,38.6,55.6,-0.0047,2,-0.012768
20220208,20220209,dynamic,4521.48,4558.77,4555,4565.0,2.6726944344097774,3.7718,-0.15,-0.15,-272.0,0,1,103209.29,21.44,85.07,1.0,0.001541,127.58,41.46,106.72,49.2,78.8,-0.087,2,0.001859
20220323,20220324,dynamic,4456.12,4520.19,4425,4415.0,2.9034323822961596,0,0.4091,0.4091,1102.66,1,0,104311.95,23.57,0.68,1.0,-0.001029,10.14,36.98,87.92,55.8,81.9,-0.4147,1,0.028624
20220324,20220325,dynamic,4520.19,4543.06,4555,4565.0,2.625383414932003,0,0.356,0.356,959.21,1,0,105271.16,21.67,99.3,1.0,0.008414,145.61,50.21,86.91,61.5,99.5,0.311,1,0.040633
20220325,20220328,dynamic,4543.06,4575.49,4575,4585.0,2.708930373406929,0.49,0.3043,0.3043,819.71,1,0,106090.87,20.81,93.39,1.0,0.009912,136.94,20.15,80.91,73.5,99.2,0.0602,1,0.043994
20220328,20220329,dynamic,4575.49,4613.59,4610,4620.0,2.462613726990753,3.5932,-0.15,-0.15,-407.0,0,1,105683.87,19.63,99.72,1.0,0.011978,145.23,34.4,76.54,77.7,100.0,-0.0434,1,0.049011
20220328,20220329,reentry,4575.49,4613.59,4625,4635.0,2.098109510278505,3.5932,-0.15,-0.15,-350.67,0,1,105333.2,19.63,99.72,1.0,0.011978,145.23,34.4,76.54,77.7,100.0,-0.0434,1,0.049011
20220329,20220330,dynamic,4631.69,4602.49,4665,4675.0,2.4761193044757874,0,0.3291,0.3291,886.57,1,0,106219.77,18.9,88.22,1.0,0.019004,127.21,28.83,71.76,76.1,98.8,0.5982,0,0.057948
20220330,20220331,dynamic,4602.49,4530.5,4635,4645.0,2.5549984425656476,0,0.3432,0.3432,924.59,1,0,107144.36,19.33,45.58,1.0,0.0061,71.03,21.71,70.5,74.9,92.7,-0.1617,1,0.048691
20220331,20220401,dynamic,4530.5,4545.8,4500,4490.0,2.695723070357417,0,0.3691,0.3691,994.46,1,0,108138.82,20.56,0.01,1.0,-0.010083,11.68,68.52,69.21,73.1,77.5,-0.0754,2,0.030328
20220401,20220404,dynamic,4545.8,4582.62,4580,4590.0,2.46562893117391,2.62,-0.0205,-0.0205,-57.32,0,1,108081.5,19.63,92.95,1.0,-0.006859,140.91,5.48,66.02,77.0,79.6,0.2168,2,0.031264
20220404,20220405,dynamic,4582.62,4525.33,4615,4625.0,2.469265998833407,0,0.3279,0.3279,883.31,1,0,108964.81,18.57,98.01,1.0,0.000874,145.88,34.65,62.19,75.1,85.8,0.0477,2,0.035135
20220407,20220408,dynamic,4500.27,4488.68,4535,4545.0,2.609126372966557,0,0.353,0.353,474.58,1,0,109439.39,21.55,70.52,1.0,-0.005917,109.25,25.62,59.8,53.3,35.7,-0.1475,1,0.007442
20220412,20220413,dynamic,4397.35,4446.67,4365,4355.0,2.8711151493089346,0,0.4027,0.4027,1085.41,1,0,110524.8,24.26,17.86,1.0,-0.013179,37.51,40.24,62.77,44.7,6.3,0.5611,3,-0.022803
20220419,20220420,dynamic,4462.48,4459.4,4495,4505.0,2.693239379103943,0,0.3686,0.3686,495.6,1,0,111020.4,21.37,89.37,1.0,0.010025,131.26,71.85,64.35,34.7,35.8,-0.0269,2,-0.008328
20220728,20220729,dynamic,4072.17,4108.69,4105,4115.0,2.5751483908405817,3.6889,-0.15,-0.15,-407.0,0,1,110613.4,22.33,92.11,1.0,0.020852,132.15,46.04,73.54,63.9,98.1,0.0698,1,0.045631
20220802,20220803,dynamic,4091.36,4155.12,4060,4050.0,2.755928625872343,0,0.3804,0.3804,1025.19,1,0,111638.59,23.93,19.04,1.0,0.001022,35.28,12.85,72.4,73.3,87.3,-0.3499,2,0.038592
